id,titulo_producto,marca,precio_actual,porcentaje_descuento,precio_antiguo,url_imagen,url_producto
106,CRIVIT Camiseta térmica técnica para hombre,CRIVIT,6.39,20,7.99,https://www.lidl.es/assets/gcp38bf504954d0460cae0ad1c5892007f8.jpg,https://www.lidl.es/p/crivit-camiseta-termica-tecnica-para-hombre/p100381352
107,esmara® Vestido de canalé negro para mujer,esmara®,6.49,35,9.99,https://www.lidl.es/assets/gcp5293c417ed434255988f4259d0435589.jpg,https://www.lidl.es/p/esmara-vestido-de-canale-negro-para-mujer/p100381700
108,LEGO® Disney Princess Palacio de Invierno de Elsa,LEGO® Disney,54.99,38,89.99,https://www.lidl.es/assets/gcp1782b9ea3a204dde9c9d6814f6a470ac.jpg,https://www.lidl.es/p/lego-disney-princess-palacio-de-invierno-de-elsa/p100383296
109,Severin Licuadora 400 W,SEVERIN,27.99,20,34.99,https://www.lidl.es/assets/gcp01585d1fe2ba4df99957cfcd7092946f.png,https://www.lidl.es/p/severin-licuadora-400-w/p100384366
110,esmara® Jersey de punto para mujer,esmara®,6.99,22,8.99,https://www.lidl.es/assets/gcp25920789936d4725b97eb3eef2be5da9.jpg,https://www.lidl.es/p/esmara-jersey-de-punto-para-mujer/p100385506
111,CRIVIT Chaqueta impermeable para hombre,CRIVIT,19.99,20,24.99,https://www.lidl.es/assets/gcp248a156632594af99dbe008020b17e8d.jpg,https://www.lidl.es/p/crivit-chaqueta-impermeable-para-hombre/p100386034
112,PARKSIDE PERFORMANCE® Mochila de baterías 20 V / 40 V,PARKSIDE PERFORMANCE®,79.99,20,99.99,https://www.lidl.es/assets/gcp67a9cb2364d94d11803caac69faed82c.jpg,https://www.lidl.es/p/parkside-performance-mochila-de-baterias-20-v-40-v/p100387018
113,PARKSIDE® Tornillo de banco paralelo,PARKSIDE®,19.99,13,22.99,https://www.lidl.es/assets/gcp8486343d2cab4caf8e1bb7f0a1b5a8c5.jpg,https://www.lidl.es/p/parkside-tornillo-de-banco-paralelo/p100387254
114,CRIVIT Sudadera para mujer,CRIVIT,6.99,22,8.99,https://www.lidl.es/assets/gcp06a9a2006d4b42a1ba460b4eb7ee8f4b.jpg,https://www.lidl.es/p/crivit-sudadera-para-mujer/p100387389
115,Champion Pantalones cortos deportivos para mujer,Champion,8.99,25,11.99,https://www.lidl.es/assets/gcp696897e9e8aa40c292e17db29022d0d1.jpg,https://www.lidl.es/p/champion-pantalones-cortos-deportivos-para-mujer/p100388444
116,PARKSIDE® Set básico de taladradoralijadora recargable 12 V,PARKSIDE®,24.99,24,32.99,https://www.lidl.es/assets/gcp968eb194307e4641a9f5e57c524f3a38.jpg,https://www.lidl.es/p/parkside-set-basico-de-taladradoralijadora-recargable-12-v/p100388748
117,CRIVIT Pantalón corto técnico para hombre,CRIVIT,4.49,18,5.49,https://www.lidl.es/assets/gcp534091c52fae482c9a685d184a853f06.jpg,https://www.lidl.es/p/crivit-pantalon-corto-tecnico-para-hombre/p100389122
118,zoofari® Rascador para gatos,zoofari®,11.99,20,14.99,https://www.lidl.es/assets/gcp9dbb5b1273f0463f9db80a2a6ded620a.jpg,https://www.lidl.es/p/zoofari-rascador-para-gatos/p100389375
119,LIVERGY® Camisa de manga larga para hombre,LIVERGY®,9.99,16,11.99,https://www.lidl.es/assets/gcp442e0229789843b398c23fd4d410aada.jpg,https://www.lidl.es/p/livergy-camisa-de-manga-larga-para-hombre/p100389431
120,CRIVIT Chaqueta técnica para hombre,CRIVIT,10.99,21,13.99,https://www.lidl.es/assets/gcpab207ab4a8384bc8b6d57969b7316a73.jpg,https://www.lidl.es/p/crivit-chaqueta-tecnica-para-hombre/p100389506
121,LIVERGY® Deportivas para hombre,LIVERGY®,7.49,25,9.99,https://www.lidl.es/assets/gcpd9f6b41e1382445b912323658a184d63.jpg,https://www.lidl.es/p/livergy-deportivas-para-hombre/p100389715
122,Playshoes Gorro pesquero infantil reversible,Playshoes,5.49,76,22.99,https://www.lidl.es/assets/gcp864de4b93e604d32ae0fcfeb79fa1328.jpg,https://www.lidl.es/p/playshoes-gorro-pesquero-infantil-reversible/p100389792
123,CRIVIT Pantalón pirata técnico para mujer,CRIVIT,6.49,18,7.99,https://www.lidl.es/assets/gcp938ef40812154b6b9936620f53406321.jpg,https://www.lidl.es/p/crivit-pantalon-pirata-tecnico-para-mujer/p100389812
124,esmara® Camisa para mujer,esmara®,5.99,14,6.99,https://www.lidl.es/assets/gcp08d33762b9f94cc2b5942af90001ff9d.jpg,https://www.lidl.es/p/esmara-camisa-para-mujer/p100389815
125,esmara® Pantalón de pernera ancha para mujer,esmara®,5.49,21,6.99,https://www.lidl.es/assets/gcp51e23b6c0a3444ed93fa3be436235e41.jpg,https://www.lidl.es/p/esmara-pantalon-de-pernera-ancha-para-mujer/p100390122
126,PARKSIDE® Cortacésped de gasolina,PARKSIDE®,139.99,6,149.99,https://www.lidl.es/assets/gcpfe76d7f5a92f4108b91e7bf8f7b51263.jpg,https://www.lidl.es/p/parkside-cortacesped-de-gasolina/p100390145
127,Adidas Pantalones cortos infantiles,adidas,12.99,23,16.99,https://www.lidl.es/assets/gcp40d292d724ca49598abb0183f20af64e.jpg,https://www.lidl.es/p/adidas-pantalones-cortos-infantiles/p100390229
128,PARKSIDE PERFORMANCE® Sierra de sable recargable 20V,PARKSIDE PERFORMANCE®,33.99,24,44.99,https://www.lidl.es/assets/gcp9b19559011204950977af3c52de70889.png,https://www.lidl.es/p/parkside-performance-sierra-de-sable-recargable-20v/p100391240
129,CRIVIT Jersey para mujer,CRIVIT,4.99,23,6.49,https://www.lidl.es/assets/gcp94ebb2f3199647648e9a12d1ebbe5719.jpg,https://www.lidl.es/p/crivit-jersey-para-mujer/p100391264
130,Vileda® Tendedero,Vileda,24.99,21,31.99,https://www.lidl.es/assets/gcpf007a88039bc4d9a8fc68d409b3122ea.png,https://www.lidl.es/p/vileda-tendedero/p100391923
131,CRIVIT Pantalón corto técnico para mujer,CRIVIT,9.99,16,11.99,https://www.lidl.es/assets/gcp819bdcdb97d24be29561367e10cbfb66.jpg,https://www.lidl.es/p/crivit-pantalon-corto-tecnico-para-mujer/p100392117
132,PARKSIDE® Espiral para limpieza de tuberías,PARKSIDE®,11.99,20,14.99,https://www.lidl.es/assets/gcpd471b4eb1fd7445b98cdc605d38820dc.png,https://www.lidl.es/p/parkside-espiral-para-limpieza-de-tuberias/p100392312
133,"TRONIC® Soporte para los cables entre 6 y 9 mm (Guía de cables, 20 piezas.)",TRONIC®,2.49,50,4.99,https://www.lidl.es/assets/gcpc854123c553c47578a86a5ff08ce0431.jpeg,https://www.lidl.es/p/tronic-soporte-para-los-cables-entre-6-y-9-mm/p100352241004
134,lupilu® Chaqueta polar infantil,lupilu®,2.49,37,3.99,https://www.lidl.es/assets/gcpa3c50ce93d2b47699a1263e4cff58283.jpg,https://www.lidl.es/p/lupilu-chaqueta-polar-infantil/p100355197
135,Staedtler Set de dibujo (Pluma de fibra),STAEDTLER,2.49,50,4.99,https://www.lidl.es/assets/gcp6e10b54a7edb4e328e8915eadc0c2440.jpg,https://www.lidl.es/p/staedtler-set-de-dibujo/p100360894001
136,zoofari® Correas para perro (Correa para correr con cinturón),zoofari®,3.99,50,7.99,https://www.lidl.es/assets/gcp58fa49b522c5468c809093c20e19242e.jpg,https://www.lidl.es/p/zoofari-correas-para-perro/p100374410001
137,crelando® Estuche escolar,crelando®,2.49,37,3.99,https://www.lidl.es/assets/gcp12ce9232a83341e59ab4db11bc59fef7.jpg,https://www.lidl.es/p/crelando-estuche-escolar/p100375726
138,zoofari® Bebedero de viaje / Recipiente para comida / Botella de agua y comedero,zoofari®,3.99,20,4.99,https://www.lidl.es/assets/gcp47eac6e747f2429da0657155569fe969.jpg,https://www.lidl.es/p/zoofari-bebedero-de-viaje-recipiente-para-comida-botella-de-agua-y-comedero/p100388940
139,CRIVIT Calcetines tobilleros para hombre,CRIVIT,2.49,16,2.99,https://www.lidl.es/assets/gcp8314773f03b64e1885765acfc51f19d2.jpg,https://www.lidl.es/p/crivit-calcetines-tobilleros-para-hombre/p100389494
140,CRIVIT Mallas técnicas cortas sin costuras para mujer,CRIVIT,2.99,25,3.99,https://www.lidl.es/assets/gcp24628aa8110b4128b69b22f3126e04ea.jpg,https://www.lidl.es/p/crivit-mallas-tecnicas-cortas-sin-costuras-para-mujer/p100389750
141,esmara® Leggins pirata para mujer,esmara®,2.99,25,3.99,https://www.lidl.es/assets/gcpfc72f29af6434dd3870e9788bb44a7b7.jpg,https://www.lidl.es/p/esmara-leggins-pirata-para-mujer/p100389877
142,Bestway® Set de juguetes de buceo (Pez),Bestway,2.49,64,6.95,https://www.lidl.es/assets/gcp4b8df59aa4fc4737a421c0a0a94edb59.jpg,https://www.lidl.es/p/bestway-set-de-juguetes-de-buceo/p100390633002
143,SILVERCREST® Set de recipientes,SILVERCREST®,2.99,25,3.99,https://www.lidl.es/assets/gcpf76638b280ca40e180b67dd961ecaeaa.jpg,https://www.lidl.es/p/silvercrest-set-de-recipientes/p100390943
144,"TRONIC® Cable de carga y datos USB (negro, Cable de carga y datos USB-A -US)",TRONIC®,2.49,50,4.99,https://www.lidl.es/assets/gcpfe66f72a33d343629e22193c323dcf25.jpg,https://www.lidl.es/p/tronic-cable-de-carga-y-datos-usb/p100344832003
145,Zenker® Molde para hornear (molde ovalado para hornear pan),zenker,2.99,70,9.99,https://www.lidl.es/assets/gcpdeead105de4e46debb102bcc9b3ab399.jpg,https://www.lidl.es/p/zenker-molde-para-hornear/p100350079002
146,LIVARNO home Lámpara LED con sensor (4 LED),LIVARNO home,3.99,33,5.99,https://www.lidl.es/assets/gcp36b02bdb5de14a3e8a8417f7d5b6f0bf.jpg,https://www.lidl.es/p/livarno-home-lampara-led-con-sensor/p100380603003
147,pepperts!® Calcetines térmicos júnior,pepperts!®,2.49,16,2.99,https://www.lidl.es/assets/gcpe653c3e615924138b14d26afc31afb20.jpg,https://www.lidl.es/p/pepperts-calcetines-termicos-junior/p100381930
148,esmara® Leggings efecto cuero para mujer,esmara®,3.99,33,5.99,https://www.lidl.es/assets/gcp14e11bd9123f407d9c6da4355167b2e6.jpg,https://www.lidl.es/p/esmara-leggings-efecto-cuero-para-mujer/p100382807
149,CRIVIT Rodillo / rodillo doble y pelota de masaje / set de puntos de gatillo,CRIVIT,3.49,30,4.99,https://www.lidl.es/assets/gcpf5eb209c349d489aacd614d73d7f0532.jpg,https://www.lidl.es/p/crivit-rodillo-rodillo-doble-y-pelota-de-masaje-set-de-puntos-de-gatillo/p100383543
150,CRIVIT Polo para hombre,CRIVIT,3.99,20,4.99,https://www.lidl.es/assets/gcp0439659d804248e9adde29148e711786.jpg,https://www.lidl.es/p/crivit-polo-para-hombre/p100389343
151,esmara® Camisetas júnior pack 2,esmara®,2.99,25,3.99,https://www.lidl.es/assets/gcpf6a6043136d8425cb6cc0a2fcf432ac1.jpg,https://www.lidl.es/p/esmara-camisetas-junior-pack-2/p100390537
152,esmara® Pantalón corto para mujer,esmara®,3.99,20,4.99,https://www.lidl.es/assets/gcp41475ad20c604ca68f02bd912636063e.jpg,https://www.lidl.es/p/esmara-pantalon-corto-para-mujer/p100390770
153,SILVERCREST® Organizadores para frigorífico,SILVERCREST®,2.49,16,2.99,https://www.lidl.es/assets/gcp4191e3eb6c674084af1bfcccf492a635.jpg,https://www.lidl.es/p/silvercrest-organizadores-para-frigorifico/p100390948
154,CRIVIT Pantalón corto de chándal para hombre,CRIVIT,3.99,20,4.99,https://www.lidl.es/assets/gcpaef9e4a402984499b414b09351ffe2d6.jpg,https://www.lidl.es/p/crivit-pantalon-corto-de-chandal-para-hombre/p100392005
155,LIVARNO home Regleta LED bajo mueble,LIVARNO home,3.99,20,4.99,https://www.lidl.es/assets/gcp133686bb5fed45b8ac9b53001da61150.png,https://www.lidl.es/p/livarno-home-regleta-led-bajo-mueble/p100392108
156,PARKSIDE® Set de discos de corte (Juego de discos de corte 12 piezas),PARKSIDE®,3.99,20,4.99,https://www.lidl.es/assets/gcp60695c2fefa04ee4918e3a37c8b37f03.jpg,https://www.lidl.es/p/parkside-set-de-discos-de-corte/p100392320002
157,High Peak Colchón inflable (Single: ca. 185 x 74 x 20 cm),HIGH PEAK,29.99,33,44.95,https://www.lidl.es/assets/gcp2fa06323c63046b5b7a0aeb9264c52e0.jpg,https://www.lidl.es/p/high-peak-colchon-inflable/p100214245001
158,LIVARNO home Puf infantil (zorro),LIVARNO home,7.99,50,15.99,https://www.lidl.es/assets/gcp4a55963ded884b1c9dcb7fd5f4f1cbad.jpg,https://www.lidl.es/p/livarno-home-puf-infantil/p100342132002
159,MISTRAL® Kayak hinchable de 3 cámaras para 2 personas 330 x 94 x 48 cm,Mistral,174.99,30,249.99,https://www.lidl.es/assets/gcp8ca93528efef4b43b9de50bbc4163d9f.jpg,https://www.lidl.es/p/mistral-kayak-hinchable-de-3-camaras-para-2-personas-330-x-94-x-48-cm/p100346759
160,CRIVIT Cama elástica con red de seguridad infantil,CRIVIT,87.99,29,124.99,https://www.lidl.es/assets/gcp0bb874bb09b94b8987fd4b979b24045d.jpg,https://www.lidl.es/p/crivit-cama-elastica-con-red-de-seguridad-infantil/p100359474
161,SILVERCREST® KITCHEN TOOLS Máquina de cubitos de hielo 105 W,SILVERCREST® KITCHEN TOOLS,62.99,30,89.99,https://www.lidl.es/assets/gcp0f9c5a36a2554c86995dd0e634cc99fd.jpg,https://www.lidl.es/p/silvercrest-kitchen-tools-maquina-de-cubitos-de-hielo-105-w/p100363662
162,"lupilu® Pantalón de nieve infantil (azul, 86/92)",lupilu®,7.99,20,9.99,https://www.lidl.es/assets/gcp3f3db115f2d1475cb73535e850ea593f.jpeg,https://www.lidl.es/p/lupilu-pantalon-de-nieve-infantil/p100379799004
163,Playtive Juego de laberinto,Playtive,4.49,25,5.99,https://www.lidl.es/assets/gcpba895168a0ae4bbc8564b3ed826dbdb7.jpeg,https://www.lidl.es/p/playtive-juego-de-laberinto/p100380129
164,LIVARNO home Lampara LED de sobremesa (con efecto de luz de estrella),LIVARNO home,5.49,31,7.99,https://www.lidl.es/assets/gcp5f20a82b1a2d4925a9605ea64d54dcbf.jpg,https://www.lidl.es/p/livarno-home-lampara-led-de-sobremesa/p100380523002
165,CRIVIT Pantalón térmico técnico para hombre,CRIVIT,6.99,30,9.99,https://www.lidl.es/assets/gcp5b17880836c943628f3fc9f34304b980.jpg,https://www.lidl.es/p/crivit-pantalon-termico-tecnico-para-hombre/p100380793
166,Playtive Set de tren de madera jungla/ tren de pasajeros (selva),Playtive,19.99,20,24.99,https://www.lidl.es/assets/gcp222ca5b58162428ba927d85330215c88.jpg,https://www.lidl.es/p/playtive-set-de-tren-de-madera-jungla-tren-de-pasajeros/p100381062001
167,Paw Patrol Patrulla Canina Torre de control,Paw Patrol,17.99,10,19.99,https://www.lidl.es/assets/gcp2a23bf70899a479d9beae5ea0eeb95bc.jpeg,https://www.lidl.es/p/paw-patrol-patrulla-canina-torre-de-control/p100381305
168,CRIVIT Chaqueta para mujer,CRIVIT,15.99,20,19.99,https://www.lidl.es/assets/gcpcc7283765e1148d0b707d018d44200b1.jpg,https://www.lidl.es/p/crivit-chaqueta-para-mujer/p100381588
169,Playtive Garaje de pista de carreras 2 en 1,Playtive,16.99,26,22.99,https://www.lidl.es/assets/gcp083b0ab23bcd4e28b806885c5643d655.jpg,https://www.lidl.es/p/playtive-garaje-de-pista-de-carreras-2-en-1/p100381649
170,Ravensburger Puzle Bluey (Azulado 3x49 piezas),Ravensburger,7.99,20,9.99,https://www.lidl.es/assets/gcp0ac986a920d44c868bdfc16923b9ddfc.jpg,https://www.lidl.es/p/ravensburger-puzle-bluey/p100382351009
171,Oclean Cepillo X Pro Digital,OCLEAN,64.99,40,109.90,https://www.lidl.es/assets/gcp78709ce8652349ea8813aae3c935fe4a.jpg,https://www.lidl.es/p/oclean-cepillo-x-pro-digital/p100383795
172,Vileda® Recambio Ultramax,Vileda,6.99,56,15.99,https://www.lidl.es/assets/gcp153938f71da74711b4aaf3bd6cd38607.jpeg,https://www.lidl.es/p/vileda-recambio-ultramax/p100383863
173,esmara® Camiseta de manga larga para mujer,esmara®,4.99,16,5.99,https://www.lidl.es/assets/gcp71d7f28252f8444885b805589440689c.jpg,https://www.lidl.es/p/esmara-camiseta-de-manga-larga-para-mujer/p100385781
174,esmara® Bailarinas plegables para mujer,esmara®,5.99,25,7.99,https://www.lidl.es/assets/gcp1ae073ba42f74f51b54253831716ae7f.jpg,https://www.lidl.es/p/esmara-bailarinas-plegables-para-mujer/p100387461
175,Vileda® Set de limpieza Easy Wring and Clean,Vileda,24.99,10,27.99,https://www.lidl.es/assets/gcpca0b2ddcf0fa47af9ced30e8d57fad6e.jpg,https://www.lidl.es/p/vileda-set-de-limpieza-easy-wring-and-clean/p100387660
176,Philips Quitapelusas eléctrico,PHILIPS,8.99,10,9.99,https://www.lidl.es/assets/gcpd22b3ac3b49f4077a7bdb7ba8168e355.jpg,https://www.lidl.es/p/philips-quitapelusas-electrico/p100387831
177,"Champion Sudadera para hombre (negro, S)",Champion,22.99,17,27.99,https://www.lidl.es/assets/gcp452c7b2f811c4fb192ee8a67180ce4eb.jpg,https://www.lidl.es/p/champion-sudadera-para-hombre/p100388412005
178,LIVERGY® Bermudas cargo para hombre,LIVERGY®,9.99,16,11.99,https://www.lidl.es/assets/gcp80708682b42e41bbb52a1f6569bf40e1.jpg,https://www.lidl.es/p/livergy-bermudas-cargo-para-hombre/p100388432
179,SILVERCREST® KITCHEN TOOLS Tostadora con doble ranura 950 W (negro),SILVERCREST® KITCHEN TOOLS,24.99,7,26.99,https://www.lidl.es/assets/gcpc53f2acab2ab469c83277956e96488cc.png,https://www.lidl.es/p/silvercrest-kitchen-tools-tostadora-con-doble-ranura-950-w/p100388740003
180,Wenko® Cesto plegable para la ropa sucia,Wenko,7.99,20,9.99,https://www.lidl.es/assets/gcp179abc45aacf44209592c6daa1a7e2a7.jpg,https://www.lidl.es/p/wenko-cesto-plegable-para-la-ropa-sucia/p100388780
181,SILVERCREST® KITCHEN TOOLS Placa de cocción doble 2500 W,SILVERCREST® KITCHEN TOOLS,21.99,18,26.99,https://www.lidl.es/assets/gcp7c8e11fd79934fcd999e6d3cda851c77.jpg,https://www.lidl.es/p/silvercrest-kitchen-tools-placa-de-coccion-doble-2500-w/p100389008
182,Bestway® Piscina hinchable Ø 122 x 30 cm,Bestway,12.99,18,15.95,https://www.lidl.es/assets/gcp34ce408d5ab14a75aed25dbef6de6a47.jpg,https://www.lidl.es/p/bestway-piscina-hinchable-o-122-x-30-cm/p100389388
183,esmara® Túnica para mujer,esmara®,6.99,12,7.99,https://www.lidl.es/assets/gcp7a1d63e328e5411b948ab41371d23da6.jpg,https://www.lidl.es/p/esmara-tunica-para-mujer/p100389997
184,LIVARNO home Asiento de inodoro,LIVARNO home,9.74,25,12.99,https://www.lidl.es/assets/gcp749647b09372432a9a3b4bab28d5f597.jpg,https://www.lidl.es/p/livarno-home-asiento-de-inodoro/p100390018
185,LIVARNO home Cinta de LED de 3 m,LIVARNO home,5.99,25,7.99,https://www.lidl.es/assets/gcp959b39ce51d14fe5b6f1f2b21c426030.jpg,https://www.lidl.es/p/livarno-home-cinta-de-led-de-3-m/p100390526
186,LIVARNO home Escritorio para niños,LIVARNO home,67.99,9,74.99,https://www.lidl.es/assets/gcpa7b36ab40f4d4d3db28a3186eb29885e.jpg,https://www.lidl.es/p/livarno-home-escritorio-para-ninos/p100391039
187,SILVERCREST® Cortador multifuncional,SILVERCREST®,6.99,22,8.99,https://www.lidl.es/assets/gcpb9324e251253479d8db26a15db2a7387.jpg,https://www.lidl.es/p/silvercrest-cortador-multifuncional/p100391202
188,PARKSIDE® Atornilladora de impacto recargable 20 V,PARKSIDE®,17.99,21,22.99,https://www.lidl.es/assets/gcpa1fd2d928b704d2b82951676c7c723d4.png,https://www.lidl.es/p/parkside-atornilladora-de-impacto-recargable-20-v/p100391222
189,LIVARNO home Mesa auxiliar en forma de C con ruedas,LIVARNO home,19.99,16,23.99,https://www.lidl.es/assets/gcp5a03b36ea2314a77bb4f06bbe07c4ea2.png,https://www.lidl.es/p/livarno-home-mesa-auxiliar-en-forma-de-c-con-ruedas/p100391405
190,PARKSIDE® Afiladora de brocas,PARKSIDE®,13.99,6,14.99,https://www.lidl.es/assets/gcpbd9b52e30c0c4fb0a2c5b09d477e32fe.jpg,https://www.lidl.es/p/parkside-afiladora-de-brocas/p100392425
191,Adidas Chanclas deportivas,adidas,17.99,35,27.99,https://www.lidl.es/assets/gcp4363df9e1ab1436ca6315d736f69a8ee.jpg,https://www.lidl.es/p/adidas-chanclas-deportivas/p100392480
192,lupilu® Sobrecamisa infantil,lupilu®,3.99,66,11.99,https://www.lidl.es/assets/gcpba567a0c607d4597b1370bca52619a92.jpg,https://www.lidl.es/p/lupilu-sobrecamisa-infantil/p100352657
193,"esmara® Panty 60 DEN para mujer (estampado, M(40/42))",esmara®,2.49,10,2.79,https://www.lidl.es/assets/gcp80d25dac8252440c91818f18cf71602c.jpg,https://www.lidl.es/p/esmara-panty-60-den-para-mujer/p100366479005
194,PARKSIDE® Cortador circular / Juego de boquillas y electrodos (Cortador de círculos PPKS 35),PARKSIDE®,3.49,30,4.99,https://www.lidl.es/assets/gcp030b6b9e2e7f46a9845ddf64688111b1.jpg,https://www.lidl.es/p/parkside-cortador-circular-juego-de-boquillas-y-electrodos/p100370718001
195,esmara® Bailarinas para mujer,esmara®,3.99,33,5.99,https://www.lidl.es/assets/gcpa9b96a5fefc643f3890c9918d27ca8e9.jpeg,https://www.lidl.es/p/esmara-bailarinas-para-mujer/p100373042
196,"Mistral® Sandalias para hombre (azul, 42/43)",Mistral,2.49,37,3.99,https://www.lidl.es/assets/gcpe70453ba47024004b0d0f0b84ad81256.jpg,https://www.lidl.es/p/mistral-sandalias-para-hombre/p100374730005
197,esmara® Leggings pirata para mujer,esmara®,2.49,17,3.00,https://www.lidl.es/assets/gcp549bff819e204641aeb1fabbe9b6321e.jpeg,https://www.lidl.es/p/esmara-leggings-pirata-para-mujer/p100375560
198,Playtive Clippys Coche de carreras (Lidl descapotable),Playtive Clippys,2.99,25,3.99,https://www.lidl.es/assets/gcpad45de00c018449697d1805a5f4e82f3.jpg,https://www.lidl.es/p/playtive-clippys-coche-de-carreras/p100379499007
199,LIVARNO home Guirnalda 20 LED,LIVARNO home,1.99,33,2.99,https://www.lidl.es/assets/gcpde7e04aa1d41400b8883781e6f547eae.jpeg,https://www.lidl.es/p/livarno-home-guirnalda-20-led/p100379584
200,LIVARNO home Guirnalda 10 LED,LIVARNO home,3.99,27,5.49,https://www.lidl.es/assets/gcp61b94d9911ea4c71847cb658b9ca4500.jpg,https://www.lidl.es/p/livarno-home-guirnalda-10-led/p100379596
201,Playtive Clippys Set Avión / Moto de policía / Excavadora (motocicleta de policia),Playtive Clippys,3.49,22,4.49,https://www.lidl.es/assets/gcpa54a1348516145ccad6d60d7021038fc.jpg,https://www.lidl.es/p/playtive-clippys-set-avion-moto-de-policia-excavadora/p100380348002
202,pepperts!® Calcetines térmicos infantiles pack 2,pepperts!®,2.49,16,2.99,https://www.lidl.es/assets/gcp09bd2ea048cc49a8bd3478ff31a5a0ae.jpg,https://www.lidl.es/p/pepperts-calcetines-termicos-infantiles-pack-2/p100381421
203,pepperts!® Leggings navideños júnior,pepperts!®,3.99,27,5.49,https://www.lidl.es/assets/gcpa5c86a718cea41b68b4143ae62cfcda4.jpg,https://www.lidl.es/p/pepperts-leggings-navidenos-junior/p100382406
204,LIVARNO home Botes de almacenamiento/ Tarros de especies (tarros de especias),LIVARNO home,3.99,27,5.49,https://www.lidl.es/assets/gcp97c29cc5fb3b42ca8e62fc8727e4c5e0.jpg,https://www.lidl.es/p/livarno-home-botes-de-almacenamiento-tarros-de-especies/p100385112002
205,LIVARNO home Cesto para la colada para colgar 65 L (verde),LIVARNO home,3.99,20,4.99,https://www.lidl.es/assets/gcpb1b85d1dc4cb45e8a44eaaef007a0848.jpg,https://www.lidl.es/p/livarno-home-cesto-para-la-colada-para-colgar-65-l/p100386580001
206,crelando® Set de mesa para colorear pack 4,crelando®,3.99,20,4.99,https://www.lidl.es/assets/gcpc6db839f5cd047a2b81df7036e94f927.jpg,https://www.lidl.es/p/crelando-set-de-mesa-para-colorear-pack-4/p100387070
207,PARKSIDE® Cepillo,PARKSIDE®,2.99,25,3.99,https://www.lidl.es/assets/gcp302f251b832a49158edfdaa5ef6f4deb.jpg,https://www.lidl.es/p/parkside-cepillo/p100387767
208,CRIVIT Calcetines deportivos pack 2,CRIVIT,3.49,30,4.99,https://www.lidl.es/assets/gcp817d477c0c334e18bdbbfde7cc0a6e36.jpg,https://www.lidl.es/p/crivit-calcetines-deportivos-pack-2/p100387864
209,PARKSIDE® Marcadores para plantas,PARKSIDE®,2.99,14,3.49,https://www.lidl.es/assets/gcp47ec47574a9f437d8ad809045a8a3b11.jpg,https://www.lidl.es/p/parkside-marcadores-para-plantas/p100388256
210,PARKSIDE® Sierra para hormigón celular,PARKSIDE®,3.99,20,4.99,https://www.lidl.es/assets/gcp2b215fa32397419ca1555d49161de35e.jpg,https://www.lidl.es/p/parkside-sierra-para-hormigon-celular/p100389113
211,PARKSIDE® Camiseta para mujer,PARKSIDE®,2.99,25,3.99,https://www.lidl.es/assets/gcpb03bcb2eb32e410fbaa106201570f82a.jpg,https://www.lidl.es/p/parkside-camiseta-para-mujer/p100389120
212,esmara® Pantalón corto de punto para mujer,esmara®,3.99,20,4.99,https://www.lidl.es/assets/gcpf66cb3efdcf448d1a120a8047cdb80ed.jpg,https://www.lidl.es/p/esmara-pantalon-corto-de-punto-para-mujer/p100389575
213,"lupilu® Pelele con cremallera para bebé (fucsia, 74/80)",lupilu®,3.99,20,4.99,https://www.lidl.es/assets/gcp3b21af35dbee4f56b2fe9da0943ec10a.jpg,https://www.lidl.es/p/lupilu-pelele-con-cremallera-para-bebe/p100389855007
214,lupilu® Leggings para bebé pack 2,lupilu®,3.99,20,4.99,https://www.lidl.es/assets/gcp807fbf14f2204f4dbcbc90632b38e169.jpg,https://www.lidl.es/p/lupilu-leggings-para-bebe-pack-2/p100389915
215,"LIVARNO home Set de recipientes portalimentos 3 unidades (fiambrera s, s, xl)",LIVARNO home,3.49,12,3.99,https://www.lidl.es/assets/gcp251b2e885265442ebb95d2ba522f4778.jpg,https://www.lidl.es/p/livarno-home-set-de-recipientes-portalimentos-3-unidades/p100390251001
216,lupilu® Pantalón corto de chándal infantil,lupilu®,2.99,25,3.99,https://www.lidl.es/assets/gcpfe5da4ce819347be862e6ee170f8cf3b.jpg,https://www.lidl.es/p/lupilu-pantalon-corto-de-chandal-infantil/p100390298
217,lupilu® Pijama corto infantil,lupilu®,3.99,20,4.99,https://www.lidl.es/assets/gcp3f51bce16a5a43cc912220a018fb92c7.jpg,https://www.lidl.es/p/lupilu-pijama-corto-infantil/p100390330
218,"lupilu® Pijama corto infantil (azul, 98/104)",lupilu®,3.99,20,4.99,https://www.lidl.es/assets/gcp99a73c5d35134d5080a2131d6052f3e2.jpg,https://www.lidl.es/p/lupilu-pijama-corto-infantil/p100390379007
219,lupilu® Pantalón corto infantil,lupilu®,2.49,16,2.99,https://www.lidl.es/assets/gcp20edec2ca22e4ef5aa07fbd80fb9491b.jpg,https://www.lidl.es/p/lupilu-pantalon-corto-infantil/p100390381
220,esmara® Pantalón corto júnior,esmara®,2.99,25,3.99,https://www.lidl.es/assets/gcp52e0152c30ed42988b694bc80c091313.jpg,https://www.lidl.es/p/esmara-pantalon-corto-junior/p100390585
